Date,Equipment,Plane Score,Connection Score,Rotation Score,Bat Speed (mph),Rotational Acceleration (g),On Plane Efficiency (%),Attack Angle (deg),Early Connection (deg),Connection at Impact (deg),Vertical Bat Angle (deg),Power (kW),Time to Contact (sec),Peak Hand Speed (mph),Blast Factor
"January 15, 2019 / 2:25pm",Axe Avenge 2017,,,,64,,,18,,,-2,3.95,0.13,16.4,72
"January 15, 2019 / 2:25pm",Axe Avenge 2017,,,,59.8,,,6,,,-14,3.87,0.12,17.5,76
"January 15, 2019 / 2:25pm",Axe Avenge 2017,,,,58.6,,,14,,,-12,3.64,0.12,17.9,74
"January 15, 2019 / 2:25pm",Axe Avenge 2017,,,,64.8,,,20,,,-7,4.05,0.13,17,67
"January 15, 2019 / 2:25pm",Axe Avenge 2017,,,,60.8,,,23,,,-8,3.57,0.13,18.2,61
"January 15, 2019 / 2:25pm",Axe Avenge 2017,,,,56.9,,,5,,,-16,3.55,0.12,18,85
"January 15, 2019 / 2:24pm",Axe Avenge 2017,,,,62.5,,,15,,,-12,3.95,0.13,17.7,80
"January 15, 2019 / 2:21pm",Axe Avenge 2017,,,,67.2,,,17,,,-11,4.42,0.13,17.1,68
"January 15, 2019 / 2:21pm",Axe Avenge 2017,,,,65.7,,,6,,,-7,4.92,0.11,15.4,80
"January 15, 2019 / 2:21pm",Axe Avenge 2017,,,,61,,,13,,,-15,3.54,0.13,17.4,67
"January 15, 2019 / 2:21pm",Axe Avenge 2017,,,,62.7,,,13,,,-13,3.74,0.13,17.3,66
"January 15, 2019 / 2:21pm",Axe Avenge 2017,,,,61.5,,,17,,,-9,3.83,0.13,17.2,69
"January 15, 2019 / 2:21pm",Axe Avenge 2017,,,,58.1,,,6,,,-16,3.47,0.12,17.2,66
"January 15, 2019 / 2:21pm",Axe Avenge 2017,,,,63.2,,,9,,,-16,3.92,0.13,18.3,69
"January 15, 2019 / 2:21pm",Axe Avenge 2017,,,,57.7,,,6,,,-16,3.66,0.12,16.7,79
"January 15, 2019 / 2:21pm",Axe Avenge 2017,,,,59.6,,,-3,,,-19,4.19,0.11,17.9,77
"January 15, 2019 / 2:20pm",Axe Avenge 2017,,,,58.9,,,12,,,-12,3.51,0.13,16.9,70
"January 14, 2019 / 6:11pm",Louisville Slugger 2019 Prime,,,,67.8,,,3,,,-38,4.44,0.13,22.3,79
"January 14, 2019 / 6:11pm",Louisville Slugger 2019 Prime,,,,62.4,,,5,,,-38,3.59,0.14,21.8,72
"January 14, 2019 / 6:10pm",Louisville Slugger 2019 Prime,,,,67.2,,,2,,,-44,4.57,0.13,23.6,86
"January 14, 2019 / 6:10pm",Louisville Slugger 2019 Prime,,,,62.9,,,12,,,-50,3.6,0.14,22.9,72
"January 14, 2019 / 6:10pm",Louisville Slugger 2019 Prime,,,,71.1,,,0,,,-47,4.95,0.13,21.9,77
"January 14, 2019 / 6:10pm",Louisville Slugger 2019 Prime,,,,64.6,,,6,,,-30,3.75,0.14,21.7,75
"January 14, 2019 / 6:10pm",Louisville Slugger 2019 Prime,,,,65.6,,,9,,,-37,4.29,0.13,22.3,90
"January 14, 2019 / 6:06pm",Louisville Slugger 2019 Prime,,,,56,,,14,,,-29,2.7,0.15,16.7,75
"January 14, 2019 / 6:06pm",Louisville Slugger 2019 Prime,,,,62.6,,,18,,,-36,3.29,0.15,19.6,69
"January 14, 2019 / 6:06pm",Louisville Slugger 2019 Prime,,,,61.9,,,13,,,-45,3.64,0.13,21.8,86
"January 14, 2019 / 6:06pm",Louisville Slugger 2019 Prime,,,,64.8,,,0,,,-40,4.19,0.13,21.1,82
"January 14, 2019 / 6:06pm",Louisville Slugger 2019 Prime,,,,68.3,,,2,,,-40,4.37,0.14,22.1,77
"January 14, 2019 / 6:05pm",Louisville Slugger 2019 Prime,,,,64.3,,,3,,,-39,4.32,0.12,21.5,89
"January 14, 2019 / 6:05pm",Louisville Slugger 2019 Prime,,,,63.2,,,9,,,-40,3.74,0.14,22.5,86
"January 14, 2019 / 6:02pm",Louisville Slugger 2019 Prime,,,,58.6,,,12,,,-30,3.17,0.14,21.1,79
"January 14, 2019 / 6:02pm",Louisville Slugger 2019 Prime,,,,61.6,,,11,,,-31,3.61,0.13,18.6,88
"January 14, 2019 / 6:02pm",Louisville Slugger 2019 Prime,,,,65.5,,,11,,,-34,4.27,0.13,21.3,87
"January 14, 2019 / 6:02pm",Louisville Slugger 2019 Prime,,,,65.1,,,7,,,-38,4.29,0.13,21.8,93
"January 14, 2019 / 6:02pm",Louisville Slugger 2019 Prime,,,,65.1,,,21,,,-31,3.8,0.14,20.1,83
"January 14, 2019 / 6:02pm",Louisville Slugger 2019 Prime,,,,67,,,14,,,-34,4.03,0.14,21.6,83
"January 14, 2019 / 6:00pm",Louisville Slugger 2019 Prime,,,,67.4,,,17,,,-24,4.25,0.14,20.6,85
"January 14, 2019 / 6:00pm",Louisville Slugger 2019 Prime,,,,64.7,,,19,,,-29,3.76,0.14,20,82
"January 14, 2019 / 6:00pm",Louisville Slugger 2019 Prime,,,,63.8,,,9,,,-35,3.81,0.14,21.6,86
"January 14, 2019 / 6:00pm",Louisville Slugger 2019 Prime,,,,66.3,,,12,,,-25,4.12,0.14,18.7,88
"January 14, 2019 / 6:00pm",Louisville Slugger 2019 Prime,,,,63.4,,,-1,,,-23,3.88,0.13,20.4,77
"January 14, 2019 / 5:58pm",Louisville Slugger 2019 Prime,,,,62.7,,,3,,,-30,3.79,0.13,21.2,93
"January 14, 2019 / 5:58pm",Louisville Slugger 2019 Prime,,,,65.4,,,8,,,-31,4.01,0.14,20.4,91
"January 14, 2019 / 5:58pm",Louisville Slugger 2019 Prime,,,,66.3,,,3,,,-38,4.32,0.13,19.8,88
"January 14, 2019 / 5:58pm",Louisville Slugger 2019 Prime,,,,63.3,,,-1,,,-34,3.92,0.13,19.1,85
"January 14, 2019 / 5:58pm",Louisville Slugger 2019 Prime,,,,68.8,,,-3,,,-40,5.11,0.12,21.4,78
"January 14, 2019 / 5:52pm",Louisville Slugger 2019 Prime,,,,65.8,,,9,,,-42,3.95,0.14,19.5,84
"January 14, 2019 / 5:52pm",Louisville Slugger 2019 Prime,,,,63.1,,,12,,,-28,3.79,0.13,19,90
"January 14, 2019 / 5:52pm",Louisville Slugger 2019 Prime,,,,62.7,,,1,,,-46,3.86,0.13,22.5,78
"January 14, 2019 / 5:52pm",Louisville Slugger 2019 Prime,,,,62.8,,,-3,,,-45,4.06,0.12,21.6,80
"January 14, 2019 / 5:52pm",Louisville Slugger 2019 Prime,,,,64.3,,,-2,,,-40,4.4,0.12,21.4,82
"January 14, 2019 / 5:52pm",Louisville Slugger 2019 Prime,,,,62,,,-12,,,-42,4.08,0.12,22,81
"January 14, 2019 / 5:52pm",Louisville Slugger 2019 Prime,,,,60.9,,,-10,,,-39,4.15,0.11,22,88
"January 14, 2019 / 5:52pm",Louisville Slugger 2019 Prime,,,,65,,,5,,,-44,4.35,0.12,22.7,91
"January 14, 2019 / 5:52pm",Louisville Slugger 2019 Prime,,,,64.7,,,4,,,-41,4.17,0.13,21.1,85
"January 14, 2019 / 5:51pm",Louisville Slugger 2019 Prime,,,,62.4,,,4,,,-25,3.81,0.13,20.6,89
"January 14, 2019 / 5:51pm",Louisville Slugger 2019 Prime,,,,58,,,3,,,-35,3.4,0.13,20.5,83
"January 14, 2019 / 5:51pm",Louisville Slugger 2019 Prime,,,,63,,,-3,,,-45,4.21,0.12,21,89
"January 14, 2019 / 5:51pm",Louisville Slugger 2019 Prime,,,,63.6,,,-5,,,-38,4.09,0.13,20.8,81
"January 14, 2019 / 5:46pm",Louisville Slugger 2019 Prime,,,,64.4,,,5,,,-39,3.89,0.14,21.1,79
"January 14, 2019 / 5:46pm",Louisville Slugger 2019 Prime,,,,63.6,,,-1,,,-50,3.79,0.14,22.1,73
"January 14, 2019 / 5:46pm",Louisville Slugger 2019 Prime,,,,67.6,,,4,,,-46,4.22,0.14,22.2,83
"January 14, 2019 / 5:45pm",Louisville Slugger 2019 Prime,,,,70.3,,,5,,,-48,4.57,0.14,22.8,89
"January 14, 2019 / 5:45pm",Louisville Slugger 2019 Prime,,,,65.5,,,9,,,-35,3.96,0.14,20.6,99
"January 14, 2019 / 5:45pm",Louisville Slugger 2019 Prime,,,,66.2,,,8,,,-44,4.11,0.14,21.8,97
"January 14, 2019 / 5:45pm",Louisville Slugger 2019 Prime,,,,65.8,,,9,,,-43,4,0.14,20.2,91
"January 14, 2019 / 5:45pm",Louisville Slugger 2019 Prime,,,,63.5,,,12,,,-40,3.38,0.15,17.1,77
"January 14, 2019 / 5:45pm",Louisville Slugger 2019 Prime,,,,66,,,9,,,-34,4.09,0.14,20.4,89
"January 14, 2019 / 5:45pm",Louisville Slugger 2019 Prime,,,,65.7,,,11,,,-28,4.04,0.14,18.7,95
"January 14, 2019 / 5:40pm",Louisville Slugger 2019 Prime,,,,64,,,3,,,-46,3.78,0.14,21.1,87
"January 14, 2019 / 5:40pm",Louisville Slugger 2019 Prime,,,,65.7,,,-5,,,-49,4.1,0.13,19.6,82
"January 14, 2019 / 5:40pm",Louisville Slugger 2019 Prime,,,,65.9,,,8,,,-43,4.07,0.14,21,84
"January 14, 2019 / 5:40pm",Louisville Slugger 2019 Prime,,,,61.6,,,9,,,-41,3.51,0.14,20.2,84
"January 14, 2019 / 5:40pm",Louisville Slugger 2019 Prime,,,,60.3,,,15,,,-32,3.22,0.14,20.3,75
"January 14, 2019 / 5:40pm",Louisville Slugger 2019 Prime,,,,65.8,,,7,,,-42,3.88,0.14,18.7,90
"January 14, 2019 / 5:40pm",Louisville Slugger 2019 Prime,,,,67,,,3,,,-51,4.15,0.14,19.6,79
"January 14, 2019 / 5:40pm",Louisville Slugger 2019 Prime,,,,68.2,,,4,,,-40,4.11,0.14,20.1,81
"January 14, 2019 / 5:40pm",Louisville Slugger 2019 Prime,,,,63.2,,,12,,,-41,3.63,0.14,21.9,75
"January 14, 2019 / 5:40pm",Louisville Slugger 2019 Prime,,,,61.4,,,7,,,-28,3.43,0.14,19.4,84
"January 14, 2019 / 5:39pm",Louisville Slugger 2019 Prime,,,,62.7,,,13,,,-38,3.18,0.16,22.4,67
"January 14, 2019 / 5:37pm",Louisville Slugger 2019 Prime,,,,62.3,,,10,,,-33,3.53,0.14,19.1,94
"January 14, 2019 / 5:36pm",Louisville Slugger 2019 Prime,,,,61.4,,,10,,,-31,3.48,0.14,20.6,81
"January 14, 2019 / 5:36pm",Louisville Slugger 2019 Prime,,,,60.5,,,4,,,-26,3.29,0.14,20,80
"January 14, 2019 / 5:36pm",Louisville Slugger 2019 Prime,,,,62.3,,,6,,,-33,3.53,0.14,20.8,94
"January 14, 2019 / 5:36pm",Louisville Slugger 2019 Prime,,,,63.7,,,7,,,-33,3.8,0.14,19.1,97
"January 14, 2019 / 5:36pm",Louisville Slugger 2019 Prime,,,,61.8,,,6,,,-33,3.58,0.14,18.1,94
"January 14, 2019 / 5:36pm",Louisville Slugger 2019 Prime,,,,63.2,,,8,,,-30,3.49,0.15,19.1,87
"January 14, 2019 / 5:36pm",Louisville Slugger 2019 Prime,,,,58.1,,,12,,,-34,2.94,0.15,16.5,86
"January 14, 2019 / 4:55pm",Louisville Slugger 2019 Prime,,,,65.3,,,2,,,-41,3.94,0.14,21.6,83
"January 14, 2019 / 4:55pm",Louisville Slugger 2019 Prime,,,,64.8,,,6,,,-38,3.82,0.14,20.4,86
"January 14, 2019 / 4:55pm",Louisville Slugger 2019 Prime,,,,68.3,,,7,,,-37,4.19,0.14,21.7,82
"January 14, 2019 / 4:55pm",Louisville Slugger 2019 Prime,,,,61.9,,,5,,,-36,3.59,0.14,19.3,82
"January 14, 2019 / 4:55pm",Louisville Slugger 2019 Prime,,,,66,,,8,,,-38,3.91,0.14,21.9,97
"January 14, 2019 / 4:54pm",Louisville Slugger 2019 Prime,,,,68.2,,,0,,,-47,4.36,0.14,21.8,79
"January 14, 2019 / 4:54pm",Louisville Slugger 2019 Prime,,,,67.7,,,7,,,-47,4.01,0.15,20.8,84
"January 14, 2019 / 4:54pm",Louisville Slugger 2019 Prime,,,,65.5,,,9,,,-40,3.91,0.14,21.4,98
"January 14, 2019 / 4:54pm",Louisville Slugger 2019 Prime,,,,68.5,,,-1,,,-52,4.34,0.14,22,80
"January 14, 2019 / 4:54pm",Louisville Slugger 2019 Prime,,,,65.4,,,7,,,-39,3.89,0.14,21.5,90
"January 14, 2019 / 4:54pm",Louisville Slugger 2019 Prime,,,,67.4,,,5,,,-42,4.2,0.14,22,93
"January 14, 2019 / 4:54pm",Louisville Slugger 2019 Prime,,,,63.8,,,10,,,-39,3.88,0.13,21.6,98
"January 14, 2019 / 4:51pm",Louisville Slugger 2019 Prime,,,,64.5,,,2,,,-44,3.84,0.14,21.3,85
"January 14, 2019 / 4:51pm",Louisville Slugger 2019 Prime,,,,64.4,,,4,,,-47,3.67,0.14,20.3,77
"January 14, 2019 / 4:51pm",Louisville Slugger 2019 Prime,,,,61.9,,,12,,,-35,3.49,0.14,19.7,86
"January 14, 2019 / 4:50pm",Louisville Slugger 2019 Prime,,,,65.4,,,1,,,-47,4.01,0.14,21.6,90
"January 14, 2019 / 4:50pm",Louisville Slugger 2019 Prime,,,,59.5,,,16,,,-39,3.18,0.14,20.5,80
"January 14, 2019 / 4:50pm",Louisville Slugger 2019 Prime,,,,63,,,3,,,-44,3.61,0.14,20.4,86
"January 14, 2019 / 4:50pm",Louisville Slugger 2019 Prime,,,,67.5,,,1,,,-52,4.15,0.14,20.7,83
"January 14, 2019 / 4:50pm",Louisville Slugger 2019 Prime,,,,62,,,1,,,-41,3.6,0.14,20.5,84
"January 14, 2019 / 4:50pm",Louisville Slugger 2019 Prime,,,,65.8,,,9,,,-40,3.94,0.14,20.4,85
"January 14, 2019 / 4:50pm",Louisville Slugger 2019 Prime,,,,66.4,,,9,,,-39,3.96,0.14,21.3,91
"January 14, 2019 / 4:50pm",Louisville Slugger 2019 Prime,,,,62.6,,,7,,,-36,3.68,0.14,20.6,89
"January 14, 2019 / 4:50pm",Louisville Slugger 2019 Prime,,,,62.4,,,7,,,-40,3.64,0.14,20.7,90
"January 14, 2019 / 4:49pm",Louisville Slugger 2019 Prime,,,,63.8,,,12,,,-43,3.51,0.15,21.1,78
"January 14, 2019 / 4:49pm",Louisville Slugger 2019 Prime,,,,63.8,,,7,,,-45,4,0.13,20.7,88
"January 14, 2019 / 4:49pm",Louisville Slugger 2019 Prime,,,,66.3,,,-2,,,-45,4.18,0.13,21.3,85
"January 10, 2019 / 3:43pm",Louisville Slugger 2019 Prime,,,,70.6,,,51,,,-31,1.59,0.4,26.3,25
"January 10, 2019 / 3:11pm",Louisville Slugger 2019 Prime,,,,61.3,,,6,,,-25,3.52,0.14,20.1,77
"January 10, 2019 / 3:11pm",Louisville Slugger 2019 Prime,,,,61.3,,,6,,,-25,3.52,0.14,20.1,77
"January 10, 2019 / 3:10pm",Louisville Slugger 2019 Prime,,,,63.1,,,9,,,-26,3.47,0.15,20.2,76
"January 10, 2019 / 3:10pm",Louisville Slugger 2019 Prime,,,,60.6,,,2,,,-26,3.65,0.13,19.9,82
"January 10, 2019 / 3:10pm",Louisville Slugger 2019 Prime,,,,64.6,,,12,,,-28,3.55,0.15,20.6,76
"January 10, 2019 / 3:10pm",Louisville Slugger 2019 Prime,,,,61.7,,,1,,,-31,3.74,0.13,19.9,85
"January 10, 2019 / 3:10pm",Louisville Slugger 2019 Prime,,,,64.2,,,5,,,-34,4.04,0.13,21,94
"January 10, 2019 / 3:10pm",Louisville Slugger 2019 Prime,,,,62.8,,,3,,,-35,4.05,0.12,20.4,89
"January 10, 2019 / 3:10pm",Louisville Slugger 2019 Prime,,,,64.9,,,5,,,-23,4.01,0.13,19.8,83
"January 10, 2019 / 3:09pm",Louisville Slugger 2019 Prime,,,,62.7,,,1,,,-30,3.92,0.13,20.5,80
"January 10, 2019 / 3:09pm",Louisville Slugger 2019 Prime,,,,64.1,,,15,,,-25,3.85,0.14,20.2,91
"January 10, 2019 / 3:09pm",Louisville Slugger 2019 Prime,,,,58.1,,,-4,,,-21,3.37,0.13,18,76
"January 10, 2019 / 3:09pm",Louisville Slugger 2019 Prime,,,,64.9,,,6,,,-22,3.84,0.14,19.2,81
"January 10, 2019 / 3:09pm",Louisville Slugger 2019 Prime,,,,64.2,,,-5,,,-30,4.3,0.12,19.8,79
"January 10, 2019 / 3:09pm",Louisville Slugger 2019 Prime,,,,63,,,-1,,,-24,3.84,0.13,19.3,74
"January 10, 2019 / 3:09pm",Louisville Slugger 2019 Prime,,,,59.8,,,7,,,-20,3.45,0.13,18.6,79
"January 10, 2019 / 3:09pm",Louisville Slugger 2019 Prime,,,,59.2,,,-8,,,-25,3.85,0.12,20.8,88
"January 10, 2019 / 3:09pm",Louisville Slugger 2019 Prime,,,,56.7,,,-11,,,-24,3.06,0.13,18.3,69
"January 10, 2019 / 3:05pm",Louisville Slugger 2019 Prime,,,,60.5,,,4,,,-33,3.54,0.13,19.7,82
"January 10, 2019 / 3:05pm",Louisville Slugger 2019 Prime,,,,66.4,,,12,,,-29,3.96,0.14,21.5,81
"January 10, 2019 / 3:04pm",Louisville Slugger 2019 Prime,,,,61.3,,,3,,,-35,3.81,0.13,19.6,92
"January 10, 2019 / 3:04pm",Louisville Slugger 2019 Prime,,,,64.1,,,15,,,-37,3.75,0.14,21.3,78
"January 10, 2019 / 3:04pm",Louisville Slugger 2019 Prime,,,,64.7,,,12,,,-36,3.81,0.14,20.2,80
"January 10, 2019 / 3:04pm",Louisville Slugger 2019 Prime,,,,63.7,,,13,,,-27,3.8,0.14,19.8,89
"January 10, 2019 / 3:04pm",Louisville Slugger 2019 Prime,,,,63.8,,,13,,,-29,3.81,0.14,19.8,89
"January 10, 2019 / 3:04pm",Louisville Slugger 2019 Prime,,,,66,,,14,,,-31,4.08,0.14,21.6,88
"January 10, 2019 / 3:04pm",Louisville Slugger 2019 Prime,,,,61.9,,,10,,,-37,3.65,0.13,20.6,81
"January 10, 2019 / 3:04pm",Louisville Slugger 2019 Prime,,,,64.4,,,2,,,-30,4.2,0.13,19.8,80
"January 10, 2019 / 3:03pm",Louisville Slugger 2019 Prime,,,,67.5,,,14,,,-24,4.4,0.13,19.6,82
"January 10, 2019 / 3:03pm",Louisville Slugger 2019 Prime,,,,65.9,,,12,,,-35,4.47,0.12,21.1,85
"January 10, 2019 / 3:03pm",Louisville Slugger 2019 Prime,,,,63.3,,,12,,,-27,3.81,0.13,20.2,79
"January 10, 2019 / 3:03pm",Louisville Slugger 2019 Prime,,,,67.7,,,11,,,-30,4.42,0.13,21.1,84
"January 10, 2019 / 2:59pm",Louisville Slugger 2019 Prime,,,,62.1,,,6,,,-36,3.72,0.13,19.6,87
"January 10, 2019 / 2:59pm",Louisville Slugger 2019 Prime,,,,63,,,7,,,-34,3.9,0.13,20.5,90
"January 10, 2019 / 2:59pm",Louisville Slugger 2019 Prime,,,,63.6,,,10,,,-35,3.35,0.15,22.1,76
"January 10, 2019 / 2:59pm",Louisville Slugger 2019 Prime,,,,65.1,,,12,,,-33,3.81,0.14,20.7,81
"January 10, 2019 / 2:59pm",Louisville Slugger 2019 Prime,,,,70.8,,,5,,,-32,4.99,0.13,21.6,79
"January 10, 2019 / 2:59pm",Louisville Slugger 2019 Prime,,,,66.5,,,9,,,-26,4.14,0.14,21.6,87
"January 10, 2019 / 2:59pm",Louisville Slugger 2019 Prime,,,,64.8,,,11,,,-35,4.12,0.13,21.9,89
"January 10, 2019 / 2:59pm",Louisville Slugger 2019 Prime,,,,66.3,,,11,,,-31,4.12,0.14,21.8,87
"January 10, 2019 / 2:58pm",Louisville Slugger 2019 Prime,,,,64.2,,,16,,,-36,3.87,0.14,21.3,77
"January 10, 2019 / 2:58pm",Louisville Slugger 2019 Prime,,,,64.9,,,9,,,-31,3.72,0.14,20.4,77
"January 10, 2019 / 2:58pm",Louisville Slugger 2019 Prime,,,,68.1,,,10,,,-33,4.41,0.13,21.5,82
"January 10, 2019 / 2:58pm",Louisville Slugger 2019 Prime,,,,66,,,11,,,-32,4.28,0.13,22.2,85
"January 10, 2019 / 2:58pm",Louisville Slugger 2019 Prime,,,,66.4,,,15,,,-28,4.14,0.14,20.9,91
"January 10, 2019 / 2:58pm",Louisville Slugger 2019 Prime,,,,64.5,,,11,,,-35,4.01,0.13,21.2,90
"January 10, 2019 / 2:58pm",Louisville Slugger 2019 Prime,,,,64.3,,,16,,,-37,3.76,0.14,19.7,75
"January 10, 2019 / 2:58pm",Louisville Slugger 2019 Prime,,,,68.4,,,14,,,-33,4.15,0.14,20,81
"January 10, 2019 / 2:54pm",Louisville Slugger 2019 Prime,,,,63.3,,,13,,,-34,3.5,0.15,19.5,73
"January 10, 2019 / 2:54pm",Louisville Slugger 2019 Prime,,,,62.5,,,10,,,-32,3.32,0.15,20.8,70
"January 10, 2019 / 2:54pm",Louisville Slugger 2019 Prime,,,,66.3,,,8,,,-34,4.13,0.14,21.5,85
"January 10, 2019 / 2:54pm",Louisville Slugger 2019 Prime,,,,63,,,10,,,-26,3.67,0.14,19.2,81
"January 10, 2019 / 2:54pm",Louisville Slugger 2019 Prime,,,,64,,,5,,,-37,4.01,0.13,20.6,85
"January 10, 2019 / 2:54pm",Louisville Slugger 2019 Prime,,,,64.9,,,17,,,-28,3.58,0.15,19.6,77
"January 10, 2019 / 2:53pm",Louisville Slugger 2019 Prime,,,,63.5,,,11,,,-30,3.47,0.15,20.4,72
"January 10, 2019 / 2:53pm",Louisville Slugger 2019 Prime,,,,62.5,,,6,,,-34,3.89,0.13,20.9,94
"January 10, 2019 / 2:53pm",Louisville Slugger 2019 Prime,,,,58.4,,,14,,,-37,2.83,0.15,19.9,66
"January 10, 2019 / 2:53pm",Louisville Slugger 2019 Prime,,,,64.2,,,12,,,-29,3.75,0.14,20.6,82
"January 10, 2019 / 2:53pm",Louisville Slugger 2019 Prime,,,,68.1,,,12,,,-19,4.1,0.14,19.7,81
"January 10, 2019 / 2:53pm",Louisville Slugger 2019 Prime,,,,68.3,,,7,,,-34,4.58,0.13,21.3,84
"January 10, 2019 / 2:53pm",Louisville Slugger 2019 Prime,,,,63,,,14,,,-26,3.67,0.14,19.6,83
"January 10, 2019 / 2:53pm",Louisville Slugger 2019 Prime,,,,68.4,,,12,,,-30,4.26,0.14,22.4,84
"January 10, 2019 / 2:53pm",Louisville Slugger 2019 Prime,,,,68.5,,,16,,,-30,4.39,0.14,21.7,81
"January 10, 2019 / 2:53pm",Louisville Slugger 2019 Prime,,,,65.3,,,14,,,-18,3.77,0.14,19.1,81
"January 10, 2019 / 2:52pm",Louisville Slugger 2019 Prime,,,,65.8,,,12,,,-30,4.06,0.14,19.9,82
"January 10, 2019 / 2:48pm",Louisville Slugger 2019 Prime,,,,63.3,,,12,,,-29,3.7,0.14,20.8,91
"January 10, 2019 / 2:48pm",Louisville Slugger 2019 Prime,,,,62.2,,,12,,,-27,3.28,0.15,19.8,74
"January 10, 2019 / 2:48pm",Louisville Slugger 2019 Prime,,,,64.8,,,10,,,-31,3.87,0.14,20.7,80
"January 10, 2019 / 2:47pm",Louisville Slugger 2019 Prime,,,,61.5,,,3,,,-29,3.83,0.13,19,83
"January 10, 2019 / 2:47pm",Louisville Slugger 2019 Prime,,,,63.3,,,13,,,-24,3.59,0.14,18.5,78
"January 10, 2019 / 2:47pm",Louisville Slugger 2019 Prime,,,,63.4,,,2,,,-30,3.83,0.13,19.8,79
"January 10, 2019 / 2:47pm",Louisville Slugger 2019 Prime,,,,64.9,,,6,,,-31,3.95,0.14,20.3,79
"January 10, 2019 / 2:47pm",Louisville Slugger 2019 Prime,,,,64,,,18,,,-19,3.49,0.15,19.2,72
"January 10, 2019 / 2:47pm",Louisville Slugger 2019 Prime,,,,62.3,,,14,,,-26,3.48,0.14,18.6,74
"January 10, 2019 / 2:47pm",Louisville Slugger 2019 Prime,,,,62.8,,,7,,,-21,3.49,0.14,18.7,74
"January 10, 2019 / 2:47pm",Louisville Slugger 2019 Prime,,,,63.8,,,3,,,-29,3.87,0.13,19.8,73
"January 10, 2019 / 2:46pm",Louisville Slugger 2019 Prime,,,,61.1,,,15,,,-20,3.21,0.15,17.8,69
"January 9, 2019 / 5:13pm",Rawlings - Velo HS/Collegiate BBCor,,,,63.2,,,18,,,-37,3.2,0.14,19.7,76
"January 9, 2019 / 5:13pm",Rawlings - Velo HS/Collegiate BBCor,,,,65.7,,,4,,,-39,3.51,0.14,21.3,85
"January 9, 2019 / 5:12pm",Rawlings - Velo HS/Collegiate BBCor,,,,70.6,,,8,,,-38,3.99,0.14,21.8,80
"January 9, 2019 / 5:12pm",Rawlings - Velo HS/Collegiate BBCor,,,,68.3,,,0,,,-43,3.91,0.13,22.4,77
"January 9, 2019 / 5:12pm",Rawlings - Velo HS/Collegiate BBCor,,,,70,,,12,,,-31,3.76,0.14,19.9,79
"January 9, 2019 / 5:12pm",Rawlings - Velo HS/Collegiate BBCor,,,,63.1,,,7,,,-44,3.29,0.13,19.9,82
"January 9, 2019 / 5:12pm",Rawlings - Velo HS/Collegiate BBCor,,,,67.9,,,6,,,-47,4.04,0.13,21.4,92
"January 9, 2019 / 5:12pm",Rawlings - Velo HS/Collegiate BBCor,,,,71.8,,,14,,,-39,4.13,0.14,22.7,83
"January 9, 2019 / 5:10pm",Rawlings - Velo HS/Collegiate BBCor,,,,63.2,,,4,,,-33,3.15,0.14,19.3,75
"January 9, 2019 / 5:03pm",Rawlings - Velo HS/Collegiate BBCor,,,,62.4,,,6,,,-14,2.99,0.14,18.8,81
"January 9, 2019 / 5:03pm",Rawlings - Velo HS/Collegiate BBCor,,,,65.7,,,12,,,-27,3.36,0.14,19.2,83
"January 9, 2019 / 5:03pm",Rawlings - Velo HS/Collegiate BBCor,,,,64,,,19,,,-39,2.9,0.16,18.4,67
"January 9, 2019 / 5:03pm",Rawlings - Velo HS/Collegiate BBCor,,,,68.7,,,20,,,-27,3.78,0.14,20.8,82
"January 9, 2019 / 5:03pm",Rawlings - Velo HS/Collegiate BBCor,,,,67.6,,,6,,,-38,3.94,0.13,22.3,92
"January 9, 2019 / 5:03pm",Rawlings - Velo HS/Collegiate BBCor,,,,65.2,,,6,,,-23,3.56,0.13,20,84
"January 9, 2019 / 5:02pm",Rawlings - Velo HS/Collegiate BBCor,,,,65.7,,,6,,,-26,3.46,0.14,20.1,76
"January 9, 2019 / 5:02pm",Rawlings - Velo HS/Collegiate BBCor,,,,65.8,,,13,,,-20,3.37,0.14,18,83
"January 9, 2019 / 5:02pm",Rawlings - Velo HS/Collegiate BBCor,,,,71.8,,,3,,,-43,4.25,0.13,21.5,80
"January 8, 2019 / 2:47pm",Axe Avenge 2017,,,,58.7,,,11,,,-21,3.49,0.13,19.4,61
"January 8, 2019 / 2:46pm",Axe Avenge 2017,,,,62.3,,,13,,,-24,3.93,0.13,19.3,68
"January 8, 2019 / 2:46pm",Axe Avenge 2017,,,,60.9,,,4,,,-18,4,0.12,17.4,76
"January 8, 2019 / 2:46pm",Axe Avenge 2017,,,,70.2,,,4,,,-28,5.06,0.12,19.7,74
"January 8, 2019 / 2:45pm",Axe Avenge 2017,,,,70,,,18,,,-19,4.6,0.14,18.4,72
"January 8, 2019 / 2:45pm",Axe Avenge 2017,,,,66.5,,,14,,,-22,4.55,0.12,19.4,77
"January 8, 2019 / 2:45pm",Axe Avenge 2017,,,,71.8,,,9,,,-30,5.38,0.12,20.1,78
"January 8, 2019 / 2:40pm",Axe Avenge 2017,,,,69.6,,,15,,,-19,5.33,0.12,18.1,70
"January 8, 2019 / 2:40pm",Axe Avenge 2017,,,,75.7,,,8,,,-22,6.19,0.12,19.5,75
